 field wavelength pupil_y surface path opl
 6 1 -0.75 15 44.6121168366372274 66.2092538446053283
 6 1 0.0E+00 15 44.8003925821358706 66.7461689125193942
 6 1 0.75 15 44.0455879907286771 65.4763507576313231
 6 2 -0.75 15 44.6169601532521938 65.8996305379152716
 6 2 0.0E+00 15 44.8032853741710539 66.4298607587121808
 6 2 0.75 15 44.0463421884020789 65.1579897157728567
 6 3 -0.75 15 44.6179793732257366 65.6984501708227242
 6 3 0.0E+00 15 44.8050880865212235 66.2265239754435697
 6 3 0.75 15 44.0475249484405964 64.9547466073010895
